ad_id,street_name,price,address,bedrooms,bathrooms,reception,link,subway_station,distance,efficient,average_epc_B,average_epc_C,average_epc_D,average_epc_E,average_epc_F,tube_line_Bakerloo,tube_line_Central,tube_line_Circle,tube_line_DLR,tube_line_District,tube_line_Hammersmith & City,tube_line_Jubilee,tube_line_Kew Gardens,tube_line_London Overground,tube_line_London Underground,tube_line_Metropolitan,tube_line_Northern,tube_line_Piccadilly,tube_line_Victoria,tube_line_nan
155425,Palace Gate,2800000.0,"Kensington, W8",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-palace-gate-london-w8/155425,High Street Kensington,0.36,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157369,Hampton Road,2800000.0,"Teddington, TW11",6,3,5,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-hampton-road-teddington-tw11/157369,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132317,Park Street,2750000.0,"Fulham, SW6",5,4,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-park-street-london-sw6/132317,Fulham Broadway,0.58,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
152148,Clarence Avenue,2750000.0,"Clapham, SW4",8,3,3,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-clarence-avenue-london-sw4/152148,Clapham South,0.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155347,Flask Walk,2750000.0,"Hampstead Village, NW3",2,2,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-flask-walk-london-nw3/155347,Metropolitan Hampstead,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156386,Harley Street,2750000.0,"Marylebone, W1G",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-harley-street-london-w1g/156386,Oxford Circus,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159123,East Ferry Road,2700000.0,"Canary Wharf, E14",4,4,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-east-ferry-road-london-e14/159123,DLR Crossharbour,0.08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148914,Cornwall Crescent,2650000.0,"Notting Hill, W11",6,4,2,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-cornwall-crescent-london-w11/148914,Ladbroke Grove,0.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139625,Waldegrave Road,2600000.0,"Strawberry Hill, TW1",5,4,4,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-waldegrave-road-strawberry-hill-tw1/139625,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161583,Chesilton Road,2600000.0,"Fulham, SW6",5,3,3,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-chesilton-road-london-sw6/161583,Parsons Green,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109961,George Street,2500000.0,"Marylebone, W1U",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-george-street-london-w1u/109961,Bond Street,0.27,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117656,Princes Mews,2500000.0,"Notting Hill, W2",3,2,1,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-princes-mews-london-w2/117656,Circle Bayswater,0.21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119993,Scandrett Street,2500000.0,"Wapping, E1W",3,2,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-scandrett-street-london-e1w/119993,Bermondsey,0.43,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129098,Thornton Hill,2500000.0,"Wimbledon, SW19",5,3,5,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-thornton-hill-london-sw19/129098,Wimbledon,0.49,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141541,Belsize Lane,2500000.0,"Belsize Park, NW3",4,3,1,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-belsize-lane-london-nw3/141541,Swiss Cottage,0.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149674,Holly Mount,2500000.0,"Hampstead Village, NW3",2,2,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-holly-mount-london-nw3/149674,Metropolitan Hampstead,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155049,Bryanston Place,2500000.0,"Marylebone, W1H",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-bryanston-place-london-w1h/155049,Central Marylebone,0.26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157234,Woodsome Road,2500000.0,"Dartmouth Park, NW5",5,3,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-woodsome-road-london-nw5/157234,Tufnell Park,0.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
159687,Cheyne Court,2500000.0,"Chelsea, SW3",3,2,2,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-cheyne-court-london-sw3/159687,Sloane Square,0.61,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
159802,Shepherdess Walk,2500000.0,"Shepherdess Walk, N1",3,3,2,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-shepherdess-walk-london-n1/159802,Old Street,0.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
142269,Finchley Road,2495000.0,"Hampstead, NW3",6,4,2,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-finchley-road-london-nw3/142269,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151305,Maresfield Gardens,2495000.0,"Hampstead, NW3",3,3,2,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-maresfield-gardens-london-nw3/151305,Finchley Road,0.13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158430,Bolsover Street,2450000.0,"Fitzrovia, W1W",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-bolsover-street-london-w1w/158430,Great Portland Street,0.05,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139375,Highgate West Hill,2400000.0,"Highgate, N6",5,3,3,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-highgate-west-hill-london-n6/139375,Archway,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139375,Highgate West Hill,2400000.0,"Highgate, N6",5,3,3,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-highgate-west-hill-london-n6/139375,Archway,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156758,Highgate West Hill,1700000.0,"Highgate, N6",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-highgate-west-hill-london-n6/156758,Archway,0.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156758,Highgate West Hill,1700000.0,"Highgate, N6",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-highgate-west-hill-london-n6/156758,Archway,0.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
149855,Huntingdon Street,2400000.0,"Barnsbury, N1",5,3,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-huntingdon-street-london-n1/149855,Caledonian Road,0.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150127,Lambeth Road,2400000.0,"Lambeth, SE1",6,6,6,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-lambeth-road-london-se1/150127,Lambeth North,0.17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141197,Dunraven Street,2395000.0,"Mayfair, W1K",2,0,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-dunraven-street-london-w1k/141197,Marble Arch,0.12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157833,North Audley Street,2380000.0,"Mayfair, W1K",2,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-north-audley-street-london-w1k/157833,Marble Arch,0.18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161433,Hermitage Lane,2375000.0,"Hampstead Borders, NW2",4,3,1,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-hermitage-lane-london-nw2/161433,Golders Green,0.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
151877,Warrington Crescent,2350000.0,"Little Venice, W9",3,3,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-warrington-crescent-maida-vale-w9/151877,Warwick Avenue,0.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161551,Burghley Road,2350000.0,"Kentish Town, NW5",4,4,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-burghley-road-london-nw5/161551,Tufnell Park,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111223,Wapping Lane,2300000.0,"Gun Place, E1W",4,3,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-wapping-lane-london-e1w/111223,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127960,Strand,2300000.0,"London, WC2R",2,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-strand-london-wc2r/127960,First Capital Connect Temple,0.17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153293,Columbia Road,2300000.0,"Jesus Green, E2",4,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-columbia-road-london-e2/153293,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145468,Lower Sloane Street,2295000.0,"Chelsea, SW1W",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-lower-sloane-street-london-sw1w/145468,Sloane Square,0.08,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
159540,Rodenhurst Road,2275000.0,"Clapham, SW4",5,2,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-rodenhurst-road-london-sw4/159540,Clapham Common,0.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131493,The Vale,2250000.0,"Chelsea, SW3",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-the-vale-london-sw3/131493,South Kensington,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131493,The Vale,2250000.0,"Chelsea, SW3",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-the-vale-london-sw3/131493,South Kensington,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115591,The Vale,1975000.0,"Chelsea, SW3",2,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-the-vale-london-sw3/115591,South Kensington,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115591,The Vale,1975000.0,"Chelsea, SW3",2,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-the-vale-london-sw3/115591,South Kensington,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
136246,Wardour Street,2250000.0,"Soho, W1F",3,0,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-wardour-street-london-w1f/136246,Piccadilly Circus,0.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140674,Belsize Road,2250000.0,"South Hampstead, NW6",4,2,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-belsize-road-london-nw6/140674,Swiss Cottage,0.15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145161,Cremorne Road,2250000.0,"Chelsea, SW10",5,4,1,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-cremorne-road-london-sw10/145161,Fulham Broadway,0.66,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
145940,Tufton Street,2250000.0,"Westminster, SW1P",4,2,2,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-tufton-street-london-sw1p/145940,Westminster,0.31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153407,Munster Road,2250000.0,"Teddington, TW11",6,4,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-munster-road-teddington-tw11/153407,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159313,Union Road,2200000.0,"Clapham, SW4",4,3,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-union-road-london-sw4/159313,Clapham North,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160314,Sibella Road,2200000.0,"Clapham, SW4",5,3,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-sibella-road-london-sw4/160314,Clapham North,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148082,Onslow Square,2190000.0,"South Kensington, SW7",3,3,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-onslow-square-london-sw7/148082,South Kensington,0.03,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157902,Spring Gardens,2150000.0,"St James's, SW1A",2,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-spring-gardens-london-sw1a/157902,Charing Cross,0.06,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160316,Narrow Street,2150000.0,"Wapping, E14",3,2,1,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-narrow-street-london-e14/160316,DLR Westferry,0.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154199,Richmond Avenue,2100000.0,"Islington, N1",3,2,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-richmond-avenue-london-n1/154199,Angel,0.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156908,Anson Road,2100000.0,"Cricklewood, NW2",5,4,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-anson-road-london-nw2/156908,Willesden Green,0.35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
156908,Anson Road,2100000.0,"Cricklewood, NW2",5,4,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-anson-road-london-nw2/156908,Willesden Green,0.35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
152768,Anson Road,1500000.0,"Tufnell Park, N7",5,2,2,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-anson-road-london-n7/152768,Tufnell Park,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152768,Anson Road,1500000.0,"Tufnell Park, N7",5,2,2,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-anson-road-london-n7/152768,Tufnell Park,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160964,Langham Road,2095000.0,"Teddington, TW11",5,3,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-langham-road-teddington-tw11/160964,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141338,Golden Lane,2003000.0,"Barbican, EC1Y",3,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-golden-lane-london-ec1y/141338,Metropolitan Barbican,0.26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141338,Golden Lane,2003000.0,"Barbican, EC1Y",3,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-golden-lane-london-ec1y/141338,Metropolitan Barbican,0.26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141338,Golden Lane,2003000.0,"Barbican, EC1Y",3,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-golden-lane-london-ec1y/141338,Metropolitan Barbican,0.26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133005,Golden Lane,1880000.0,"Barbican, EC1Y",3,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-golden-lane-london-ec1y/133005,Northern Barbican,0.17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133005,Golden Lane,1880000.0,"Barbican, EC1Y",3,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-golden-lane-london-ec1y/133005,Northern Barbican,0.17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133005,Golden Lane,1880000.0,"Barbican, EC1Y",3,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-golden-lane-london-ec1y/133005,Northern Barbican,0.17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147043,Golden Lane,1823000.0,"Barbican, EC1Y",3,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-golden-lane-london-ec1y/147043,Northern Barbican,0.17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147043,Golden Lane,1823000.0,"Barbican, EC1Y",3,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-golden-lane-london-ec1y/147043,Northern Barbican,0.17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147043,Golden Lane,1823000.0,"Barbican, EC1Y",3,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-golden-lane-london-ec1y/147043,Northern Barbican,0.17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107751,Fairfax Road,2000000.0,"South Hampstead, NW6",4,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-fairfax-road-london-nw6/107751,Swiss Cottage,0.16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107751,Fairfax Road,2000000.0,"South Hampstead, NW6",4,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-fairfax-road-london-nw6/107751,Swiss Cottage,0.16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
161164,Fairfax Road,1695000.0,"Teddington, TW11",4,2,2,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-fairfax-road-teddington-tw11/161164,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161164,Fairfax Road,1695000.0,"Teddington, TW11",4,2,2,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-fairfax-road-teddington-tw11/161164,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125152,Blythe Road,2000000.0,"Brook Green, W14",5,5,3,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-blythe-road-london-w14/125152,Goldhawk Road,0.39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127059,Queensmere Road,2000000.0,"Wimbledon, SW19",5,3,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-queensmere-road-london-sw19/127059,Southfields,0.73,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128594,Stepney Green,2000000.0,"Stepney, E1",5,2,2,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-stepney-green-london-e1/128594,Stepney Green,0.14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128594,Stepney Green,2000000.0,"Stepney, E1",5,2,2,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-stepney-green-london-e1/128594,Stepney Green,0.14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150280,Stepney Green,1400000.0,"Stepney, E1",5,3,1,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-stepney-green-london-e1/150280,Stepney Green,0.11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150280,Stepney Green,1400000.0,"Stepney, E1",5,3,1,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-stepney-green-london-e1/150280,Stepney Green,0.11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129394,Layer Gardens,2000000.0,"Acton, W3",6,3,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-layer-gardens-london-w3/129394,Ealing Common,0.26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
152326,The Water Gardens,2000000.0,"Hyde Park, W2",2,0,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-the-water-gardens-london-w2/152326,Edgware Road,0.15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154969,Grafton Terrace,2000000.0,"Kentish Town, NW5",4,3,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-grafton-terrace-london-nw5/154969,Chalk Farm,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155567,Queens Road,2000000.0,"Wimbledon, SW19",6,3,4,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-queens-road-london-sw19/155567,Wimbledon,0.28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155567,Queens Road,2000000.0,"Wimbledon, SW19",6,3,4,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-queens-road-london-sw19/155567,Wimbledon,0.28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155567,Queens Road,2000000.0,"Wimbledon, SW19",6,3,4,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-queens-road-london-sw19/155567,Wimbledon,0.28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158090,Queens Road,1999750.0,"Wimbledon, SW19",7,3,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-queens-road-london-sw19/158090,Wimbledon,0.55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158090,Queens Road,1999750.0,"Wimbledon, SW19",7,3,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-queens-road-london-sw19/158090,Wimbledon,0.55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158090,Queens Road,1999750.0,"Wimbledon, SW19",7,3,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-queens-road-london-sw19/158090,Wimbledon,0.55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158039,Queens Road,1950000.0,"Wimbledon, SW19",6,2,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-queens-road-london-sw19/158039,Wimbledon,0.26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158039,Queens Road,1950000.0,"Wimbledon, SW19",6,2,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-queens-road-london-sw19/158039,Wimbledon,0.26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158039,Queens Road,1950000.0,"Wimbledon, SW19",6,2,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-queens-road-london-sw19/158039,Wimbledon,0.26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155849,Johns Mews,2000000.0,"Bloomsbury, WC1N",3,0,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-johns-mews-london-wc1n/155849,Chancery Lane,0.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159829,Murray Mews,2000000.0,"London, NW1",4,2,1,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-murray-mews-london-nw1/159829,Caledonian Road,0.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161280,Cornwall Terrace Mews,2000000.0,"Marylebone, NW1",2,2,1,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-cornwall-terrace-mews-london-nw1/161280,Baker Street,0.13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161459,Langland Gardens,2000000.0,"Hampstead, NW3",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-langland-gardens-london-nw3/161459,Finchley Road,0.38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125767,Prince Albert Road,1999950.0,"St John's Wood, NW8",3,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-prince-albert-road-london-nw8/125767,St.John's Wood,0.37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
151775,Park Road,1995000.0,"Teddington, TW11",5,2,3,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-park-road-teddington-tw11/151775,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151775,Park Road,1995000.0,"Teddington, TW11",5,2,3,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-park-road-teddington-tw11/151775,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152327,Park Road,1350000.0,"St John's Wood, NW8",2,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-park-road-london-nw8/152327,Marylebone,0.38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152327,Park Road,1350000.0,"St John's Wood, NW8",2,2,1,https://www.dexters.co.uk/property-for-sale/flat-for-sale-in-park-road-london-nw8/152327,Marylebone,0.38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159864,Stanley Road,1995000.0,"Teddington, TW11",6,3,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-stanley-road-teddington-tw11/159864,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159864,Stanley Road,1995000.0,"Teddington, TW11",6,3,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-stanley-road-teddington-tw11/159864,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159864,Stanley Road,1995000.0,"Teddington, TW11",6,3,2,https://www.dexters.co.uk/property-for-sale/house-for-sale-in-stanley-road-teddington-tw11/159864,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153406,Stanley Road,1675000.0,"Teddington, TW11",5,3,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-stanley-road-teddington-tw11/153406,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153406,Stanley Road,1675000.0,"Teddington, TW11",5,3,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-stanley-road-teddington-tw11/153406,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153406,Stanley Road,1675000.0,"Teddington, TW11",5,3,3,https://www.dexters.co.uk/property-for-sale/property-for-sale-in-stanley-road-teddington-tw11/153406,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
